,0,1,2
0,490016275J,-0.165652,51.464339
1,490005332T,-0.168997,51.463724
2,490005333Y,-0.168997,51.463724
3,490004133W,-0.170573,51.460081
4,490012386W,-0.174716,51.458707
5,490009638W1,-0.178558,51.458371
6,490014515S,-0.179172,51.454873
7,490015485S,-0.1769,51.452653
8,490005643S,-0.174738,51.450569
9,490011735S,-0.171567,51.447453
10,490013044D,-0.167588,51.443308
11,490004406S,-0.166091,51.441882
12,490013948S,-0.164253,51.439983
13,490006395S,-0.162789,51.438476
14,490000233A,-0.159736,51.435678
15,490008612D,-0.161429,51.434723
16,490009484S,-0.163546,51.432868
17,490005921J,-0.166587,51.429489
18,490015512B,-0.168374,51.42763
19,490015513K,-0.168792,51.42723
20,490010468H10,-0.169925,51.425872
21,490009332H9,-0.173104,51.423359
22,490014149S,-0.174908,51.421391
23,490000055A,-0.178086,51.41816
24,490009830G,-0.183042,51.416131
25,490007938E,-0.185752,51.415984
26,490000216C,-0.192005,51.415309
27,490009835I,-0.192614,51.417025
28,490013807W,-0.195884,51.419422
