,0,1,2
0,490005329SG,-0.145672,51.453971
1,490000052SD,-0.147582,51.452654
2,490003175S,-0.147938,51.449195
3,490003561E,-0.149578,51.446362
4,490000012C,-0.152707,51.443259
5,490006209K,-0.154742,51.441425
6,490013949S,-0.156581,51.438639
7,490000233G,-0.159736,51.435678
8,490008612D,-0.161429,51.434723
9,490009484S,-0.163546,51.432868
10,490005921J,-0.166587,51.429489
11,490015512B,-0.168374,51.42763
12,490000234E,-0.166209,51.426713
13,490013709R,-0.16348,51.424477
14,490003295U,-0.158965,51.422634
15,490001296S,-0.161278,51.419848
16,490007316S,-0.161997,51.417322
17,490009286S,-0.16168,51.415186
18,490013565S2,-0.161821,51.410611
19,490006164B,-0.163361,51.407703
