,0,1,2
0,490020135S,-0.140979,51.463554
1,490000050D,-0.138317,51.461742
2,490012768A,-0.135234,51.46287
3,490000051B,-0.130124,51.464964
4,490000051C,-0.129411,51.465861
5,490013907N,-0.125528,51.469612
6,490000223F,-0.122947,51.47181
7,490000223A,-0.122387,51.473878
8,490015169N,-0.120676,51.474166
9,490013623N,-0.123203,51.476787
10,490013161N,-0.123523,51.478474
11,490014560N,-0.124723,51.480822
12,490014021W,-0.123307,51.483731
13,490000247B,-0.123303,51.485739
14,490007550X,-0.128626,51.488195
15,490003559S,-0.130496,51.489673
16,490013160L,-0.128138,51.492018
17,490010723N,-0.128972,51.494172
18,490008374N,-0.129169,51.495695
19,490014495W,-0.129771,51.498933
20,490015048A,-0.125984,51.501603
