,0,1,2
0,490003975S,0.14798,51.456889
1,490006620E,0.151959,51.458552
2,490015380E,0.156897,51.459163
3,490003626E,0.159962,51.459754
4,490015141N,0.15992,51.461913
5,490001013D,0.160087,51.463915
6,490009597E,0.168345,51.46379
7,490010828E,0.171419,51.463643
8,490006670E,0.176872,51.463587
9,490010950E,0.180744,51.46356
10,490008409E1,0.184597,51.463443
11,490009171N,0.189145,51.465229
12,490001252C,0.190261,51.466881
13,490005935W,0.185456,51.466655
14,490014588N,0.183653,51.466896
15,490009713E,0.186407,51.468796
16,490006924S,0.190521,51.469897
17,490001252A,0.190814,51.467608
18,490007973N,0.193288,51.470556
19,490007367N,0.195305,51.472982
20,490012192N,0.195145,51.476538
21,490004006W,0.193252,51.477301
22,490013540W,0.186986,51.478183
23,490005533N,0.182072,51.478418
24,490006617M,0.181042,51.479481
25,490016787N,0.181783,51.480213
26,490006622J,0.18034,51.480762
27,490003985A,0.176023,51.480527
28,490006658W,0.170244,51.481372
29,490004015W,0.168847,51.481667
30,490013473N,0.164864,51.484232
31,490003970W,0.161445,51.485042
32,490006616W,0.156176,51.485094
33,490004475W,0.153077,51.48444
34,490010469W,0.148775,51.48424
35,490013342W,0.141423,51.48379
36,490013583W,0.137258,51.483426
37,490003803W,0.130488,51.481561
38,490010253W,0.125458,51.481194
39,490008867W,0.121676,51.481316
40,490009329W,0.11625,51.481702
41,490003668W,0.10551,51.484926
42,490011075W2,0.100704,51.48566
43,490011077W,0.096024,51.486616
44,490003584O,0.093198,51.487188
45,490008908S,0.090448,51.48784
46,490001227F,0.083533,51.490364
47,490014924D,0.080273,51.490898
48,490009723W,0.076872,51.490869
49,490003917D,0.068119,51.491932
