,0,1,2
0,490001016A,-0.147533,51.47696
1,490003686E,-0.145035,51.478196
2,490012196E,-0.142142,51.479932
3,490005777E,-0.136746,51.481949
4,490006515E,-0.133652,51.483285
5,490014193E,-0.129089,51.484624
6,490000247C,-0.123303,51.485739
7,490012571T,-0.120407,51.48631
8,490020326S,-0.118715,51.485438
9,490003359A,-0.116329,51.483205
10,490000172C,-0.112439,51.48185
11,490008644E,-0.109927,51.480953
12,490008571E,-0.107718,51.480036
13,490014014E,-0.102518,51.477974
14,490005645E,-0.099277,51.476617
15,490011846E,-0.096362,51.475383
16,490014229H,-0.09402,51.474203
17,490015299K,-0.091537,51.474028
18,490012713E,-0.088625,51.473746
19,490012357E1,-0.082406,51.473699
20,490012248E,-0.078259,51.474404
21,490014252E,-0.073654,51.473987
22,490011842B,-0.068915,51.474709
23,490010882G,-0.067215,51.474025
24,490004799QD,-0.062423,51.474297
25,490001233QN,-0.057313,51.473566
26,490011088QJ,-0.05208,51.473046
27,490010205E,-0.04848,51.474056
28,490010204H,-0.044745,51.474516
29,490000156M,-0.040399,51.475132
30,490009689T,-0.034607,51.475857
31,490003298S,-0.032138,51.473343
32,490009530S,-0.030753,51.471737
33,490009441E,-0.029415,51.470698
34,490009107E,-0.025559,51.468304
35,490013890W,-0.022953,51.467631
36,490013896E,-0.019597,51.466009
37,490008549E,-0.0179,51.465297
38,490001177E,-0.013016,51.465081
39,490009963S,-0.01294,51.461157
