,0,1,2
0,490013485S1,-0.109085,51.50129
1,490012693S2,-0.108173,51.498613
2,490009281E,-0.102226,51.496818
3,490000073K,-0.099185,51.494505
4,490011632BA,-0.094672,51.494168
5,490003658BC,-0.09024,51.494033
6,490004315BH,-0.083955,51.495154
7,490007362N,-0.082327,51.496188
8,490003035N,-0.0795,51.499019
9,490006200E,-0.078164,51.500967
10,490013745S,-0.076376,51.501702
11,490006091E,-0.071571,51.499798
12,490003034E,-0.069318,51.498574
13,490012729D,-0.063993,51.49775
14,490006202E,-0.062548,51.498525
15,490012349F,-0.057122,51.499074
16,490010176S,-0.054274,51.497965
17,490013041T,-0.053216,51.497084
18,490000037S,-0.049667,51.498053
19,490015602S,-0.045905,51.497574
20,490013040G,-0.045545,51.495212
21,490000229L,-0.047519,51.493196
22,490000229S,-0.045553,51.492344
23,490006052E,-0.037039,51.488308
24,490006049E,-0.033636,51.485058
25,490007585E,-0.031122,51.48355
26,490018861,-0.028159,51.482133
27,490006050C,-0.027626,51.481792
28,490011687D,-0.022053,51.480799
29,490005736E,-0.018146,51.481218
30,490010309E,-0.013934,51.481363
31,490002027A,-0.010802,51.481675
32,490007515C,-0.008526,51.481865
33,490006196F,-0.007117,51.481463
34,490013764S,-0.002747,51.482926
35,490009754K,0.000107,51.483633
36,490005231K,0.003661,51.484867
37,490010892C,0.00714,51.486373
38,490013840R,0.008528,51.489424
39,490004146K,0.007813,51.495453
40,490010374E,0.004295,51.500474
