,0,1,2
0,490005931S,-0.144987,51.421514
1,490006388S,-0.147874,51.419105
2,490012269W,-0.14833,51.419922
3,490010284W,-0.151547,51.420764
4,490006319W,-0.155069,51.421521
5,490005830W,-0.158965,51.422634
6,490013709S,-0.16348,51.424477
7,490003990P,-0.165836,51.425979
8,490015513K,-0.168792,51.42723
9,490010468H10,-0.169925,51.425872
10,490009332H9,-0.173104,51.423359
11,490014149S,-0.174908,51.421391
12,490000055A,-0.178086,51.41816
13,490009830G,-0.183042,51.416131
14,490007938E,-0.185752,51.415984
15,490000216C,-0.192005,51.415309
16,490009835I,-0.192614,51.417025
17,490013807W,-0.195884,51.419422
