,0,1,2
0,490000266G,-0.125984,51.501603
1,490005646E,-0.119368,51.500718
2,490009420E,-0.113774,51.499396
3,490000132C,-0.112315,51.498808
4,490012693D,-0.108173,51.498613
5,490009281E,-0.102226,51.496818
6,490000073J,-0.099185,51.494505
7,490011632BA,-0.094672,51.494168
8,490003658BB,-0.09024,51.494033
9,490004315BK,-0.084016,51.493365
10,490006379BL,-0.081863,51.491459
11,490006266EC,-0.077547,51.488592
12,490013761EE,-0.073252,51.486246
13,490009531E,-0.06963,51.485386
14,490010880EN,-0.065989,51.482242
15,490005526EP,-0.058985,51.480328
16,490008461ER,-0.056026,51.479128
17,490003246Z,-0.050179,51.476764
18,490010204G,-0.044745,51.474516
19,490000156R,-0.040399,51.475132
20,490009689S,-0.034607,51.475857
21,490000155V,-0.032427,51.476347
22,490006051E,-0.027365,51.475169
23,490002029S,-0.022438,51.474215
