,0,1,2
0,490009843G,-0.168904,51.46581
1,490015060L,-0.168997,51.463724
2,490012735N,-0.174079,51.462042
3,490014323N,-0.177116,51.464571
4,490014139N,-0.177546,51.465342
5,490011065W2,-0.179173,51.466078
6,490005045W,-0.181158,51.46467
7,490010963W,-0.183388,51.463617
8,490004326N,-0.186177,51.463345
9,490008434N,-0.190175,51.467471
10,490010474N,-0.191208,51.470455
11,490011916N,-0.191677,51.47245
12,490010225N,-0.192715,51.475685
13,490013888N,-0.192313,51.477468
14,490007057H,-0.194533,51.479247
