,0,1,2
0,490001216E,-0.075216,51.39702
1,490011128F,-0.07541,51.399044
2,490012551H,-0.075964,51.400213
3,490006512N,-0.07888,51.401987
4,490008410N,-0.082088,51.404711
5,490014227N,-0.085029,51.406917
6,490007344N,-0.086057,51.407779
7,490003242N,-0.086737,51.409058
8,490013929N,-0.086069,51.412672
9,490003959N,-0.092503,51.414242
10,490015337N,-0.098353,51.417098
11,490005559N,-0.100593,51.418223
12,490003992N,-0.105023,51.418915
13,490005839N,-0.106287,51.421723
14,490005840N,-0.105744,51.423036
15,490020110N,-0.105315,51.425061
16,490012969N,-0.104809,51.426861
17,490012754N,-0.104414,51.430155
18,490001331W,-0.10383,51.431748
19,490013655N,-0.103849,51.434075
20,490008927K,-0.105255,51.436589
21,490001298F1,-0.105077,51.439861
22,490013656B,-0.105789,51.442119
23,490006058N,-0.105029,51.444481
24,490004404N,-0.104885,51.446241
25,490011701N,-0.102562,51.448119
26,490004403N,-0.100942,51.451771
27,490001149L,-0.102289,51.453305
28,490004402W,-0.106792,51.4537
29,490005054N,-0.110268,51.455267
30,490015275W,-0.113438,51.454841
31,490005847N,-0.114401,51.45661
32,490012810N,-0.115078,51.458348
33,490008919W,-0.117419,51.46093
34,490000031T,-0.114531,51.462961
35,490007523C,-0.114895,51.4649
36,490012578N,-0.116838,51.466307
37,490012833S2,-0.118841,51.468372
38,490000223R,-0.12152,51.471499
39,4900019445,-0.123146,51.472587
40,490012831N,-0.125423,51.474287
41,490008969N,-0.130868,51.475992
42,490014679N,-0.128476,51.479912
43,490005678N,-0.127512,51.482341
44,490000247F,-0.123303,51.485739
45,490012571T,-0.120407,51.48631
46,490009375E,-0.114189,51.486903
47,490008646KD,-0.110451,51.489181
48,490011521E,-0.105853,51.490986
49,490010223N,-0.101917,51.492109
50,490000073T,-0.099185,51.494505
51,490000073F,-0.099325,51.496932
