,0,1,2
0,490013485S1,-0.109085,51.50129
1,490012693S2,-0.108173,51.498613
2,490009281E,-0.102226,51.496818
3,490000073J,-0.099185,51.494505
4,490011632BA,-0.094672,51.494168
5,490003658BB,-0.09024,51.494033
6,490004315BK,-0.084016,51.493365
7,490006379BL,-0.081863,51.491459
8,490006266EC,-0.077547,51.488592
9,490013761EE,-0.073252,51.486246
10,490009531E,-0.06963,51.485386
11,490010880EN,-0.065989,51.482242
12,490005526EP,-0.058985,51.480328
13,490008461E2,-0.056026,51.479128
14,490003246Z,-0.050179,51.476764
15,490010204G,-0.044745,51.474516
16,490000156R,-0.040399,51.475132
17,490009689T,-0.034607,51.475857
18,490009118S,-0.033499,51.472511
19,490012652S,-0.035289,51.470725
20,490016813S,-0.036162,51.4685
21,490009913S,-0.035868,51.466957
22,490004392B,-0.037537,51.464649
23,490012538BD,-0.03523,51.46138
24,490004264S,-0.034023,51.459651
25,490005942S1,-0.034986,51.457662
26,490001076B,-0.036503,51.455189
27,490004395D,-0.039033,51.452586
28,490009502HP,-0.040472,51.450569
29,490004397E,-0.041306,51.448236
