,0,1,2
0,490005817H,0.18034,51.480762
1,490006623E,0.177434,51.481436
2,490006621F,0.177196,51.483095
3,490009725W,0.172893,51.485289
4,490012687W,0.171222,51.486489
5,490005279W,0.169433,51.487943
6,490009739W,0.162752,51.490134
7,490011112W,0.159188,51.490308
8,490007688W,0.156582,51.490041
9,490003880A,0.152287,51.490606
10,490007689S,0.14971,51.487883
11,490003882S,0.148486,51.484821
12,490013342W,0.141423,51.48379
13,490013583W,0.137258,51.483426
14,490003803W,0.130488,51.481561
15,490016307N,0.126395,51.482139
16,490016308N,0.125771,51.487924
17,490006877L,0.122743,51.489705
18,490003039G,0.121184,51.489338
19,490001001Y,0.121057,51.491247
20,490013257A,0.121078,51.494493
21,490015210W,0.118924,51.496186
22,490013264N,0.115153,51.497523
23,490012529W,0.111103,51.497497
24,490006062W,0.108833,51.496692
25,490005280W,0.104144,51.495301
26,490010742E,0.103536,51.493361
27,490003040E,0.108933,51.494181
28,490003026S,0.112176,51.494833
29,490004957W,0.112019,51.493919
30,490006774W,0.110948,51.493507
31,490004110W,0.107841,51.489561
32,490014859W,0.105824,51.488293
33,490004449W,0.10395,51.488578
34,490005261S,0.101573,51.486697
35,490011075W1,0.100704,51.48566
36,490011077W,0.096024,51.486616
37,490003584O,0.093198,51.487188
38,490008908S,0.090448,51.48784
39,490001227F,0.083533,51.490364
40,490014924D,0.080273,51.490898
41,490009723W,0.076872,51.490869
42,490014934W,0.070737,51.491851
43,490001344J,0.06917,51.489962
44,490005370S,0.065148,51.486444
45,490007601S,0.062012,51.48301
46,490010273W,0.060806,51.482141
47,490011309H2,0.051729,51.478227
48,490011307S,0.050677,51.476914
