,0,1,2
0,490000119N,-0.152441,51.503035
1,490000130KC,-0.163169,51.501772
2,490004437W,-0.167306,51.497772
3,490004436F,-0.169841,51.496346
4,490000212S,-0.174138,51.494094
5,490011324W,-0.176877,51.494054
6,490005797N,-0.179115,51.494997
7,490015062W,-0.182658,51.494316
8,490006956D,-0.185248,51.494759
9,490013096W,-0.190151,51.494619
10,490006305J,-0.194112,51.494636
11,490010187K,-0.194453,51.49331
12,490000064A,-0.193378,51.492063
13,490015228L,-0.190744,51.490195
14,490011478M,-0.19084,51.489226
15,490000260O,-0.195593,51.487168
