,0,1,2
0,490007185E,0.111485,51.372848
1,490006465N,0.116264,51.373976
2,490011378S,0.11596,51.375807
3,490011410E,0.116207,51.377718
4,490011835E,0.119788,51.377158
5,490012185S,0.123995,51.374924
6,490005080S,0.12377,51.372239
7,490009292S,0.123079,51.370642
8,490003490W,0.120876,51.369621
9,490005722W,0.118172,51.369544
10,490015582W,0.115467,51.370087
11,490014718N,0.112913,51.37141
12,490005670W,0.108563,51.37148
13,490012418W,0.104338,51.37241
14,490015411N,0.098458,51.373289
15,490015411R,0.097714,51.373986
16,490010641X,0.100285,51.377087
17,490013818J,0.091449,51.371759
18,490001220G,0.089091,51.373296
