,0,1,2
0,490013485S1,-0.109085,51.50129
1,490012693S2,-0.108173,51.498613
2,490009281D,-0.102226,51.496818
3,490000073R,-0.099185,51.494505
4,490008975S,-0.096959,51.490446
5,490006380E,-0.095145,51.486955
6,490014501K,-0.094085,51.484042
7,490003138N,-0.094353,51.48142
8,490004221S,-0.094191,51.479772
9,490009784B,-0.09402,51.476622
10,490004687Q,-0.093076,51.473369
11,490005464V,-0.093005,51.471273
12,490008764H4,-0.092338,51.469311
13,490004973S,-0.090778,51.467028
14,490004092S,-0.090596,51.464147
15,490013027S,-0.091711,51.461576
16,490011491S,-0.093644,51.460096
17,490006992S,-0.096255,51.457198
18,490008294S,-0.097787,51.456009
19,490012877S,-0.099879,51.454847
20,490015248C,-0.102289,51.453305
21,490004403F,-0.100942,51.451771
22,490011701S,-0.102562,51.448119
23,490004404S,-0.104885,51.446241
24,490006058S,-0.105029,51.444481
25,490013656C,-0.105789,51.442119
26,490001298G,-0.105077,51.439861
27,490014508H,-0.105536,51.43779
28,490008927L,-0.105255,51.436589
29,490013655P,-0.103849,51.434075
30,490001331T,-0.10383,51.431748
31,490006625Z,-0.102749,51.429714
