,0,1,2
0,490006520S,-0.143853,51.456586
1,490009474SE,-0.145887,51.454693
2,490000052SD,-0.147582,51.452654
3,490003175S,-0.147938,51.449195
4,490003561E,-0.149578,51.446362
5,490000012C,-0.152707,51.443259
6,490006209K,-0.154742,51.441425
7,490013949S,-0.156581,51.438639
8,490000233G,-0.159736,51.435678
9,490008612D,-0.161429,51.434723
10,490009484S,-0.163546,51.432868
11,490005921J,-0.166587,51.429489
12,490015512B,-0.168374,51.42763
13,490000234N,-0.169077,51.428395
14,490007124W,-0.174409,51.429584
15,490005714S,-0.176901,51.428067
16,490008719S,-0.179302,51.426657
17,490004076E,-0.176983,51.424912
