,0,1,2
0,490003871DS,-0.099632,51.49959
1,490009281D,-0.102226,51.496818
2,490000073R,-0.099185,51.494505
3,490008975S,-0.096959,51.490446
4,490006380E,-0.095145,51.486955
5,490014501K,-0.094085,51.484042
6,490003138N,-0.094353,51.48142
7,490004221S,-0.094191,51.479772
8,490009784B,-0.09402,51.476622
9,490004687Q,-0.093076,51.473369
10,490005464V,-0.093005,51.471273
11,490008764H4,-0.092338,51.469311
12,490004973S,-0.090778,51.467028
13,490004092S,-0.090596,51.464147
14,490013027S,-0.091711,51.461576
15,490011491S,-0.093644,51.460096
16,490006992S,-0.096255,51.457198
17,490008294S,-0.097787,51.456009
18,490012877S,-0.099879,51.454847
19,490015248C,-0.102289,51.453305
20,490004403F,-0.100942,51.451771
21,490011701S,-0.102562,51.448119
22,490004404S,-0.104885,51.446241
23,490006058S,-0.105029,51.444481
24,490013656C,-0.105789,51.442119
25,490001298G,-0.105077,51.439861
26,490014508H,-0.105536,51.43779
27,490008927L,-0.105255,51.436589
28,490013655P,-0.103849,51.434075
29,490001331T,-0.10383,51.431748
30,490010444W,-0.103548,51.42952
31,490011726S,-0.104278,51.428912
32,490012969S,-0.104809,51.426861
33,490007066S,-0.105321,51.423883
34,490005839S,-0.106287,51.421723
35,490007430S,-0.106427,51.420421
36,490003992S,-0.105023,51.418915
37,490005559S,-0.100593,51.418223
38,490015337S,-0.098353,51.417098
39,490003959S,-0.092503,51.414242
40,490013929S,-0.086069,51.412672
41,490003242S,-0.087376,51.410984
42,490007344S,-0.086057,51.407779
43,490014227S,-0.085029,51.406917
44,490011718S,-0.083059,51.405554
45,490014601S,-0.081959,51.403666
46,490014621S,-0.083496,51.402315
47,490010818S,-0.085258,51.40041
48,490005424R,-0.091103,51.398149
49,490015026N,-0.092461,51.396607
50,490010868S,-0.093824,51.393554
51,490016652S,-0.094979,51.389975
52,490010343S,-0.096154,51.387638
53,490013376S,-0.09708,51.385756
54,490015451S,-0.09826,51.383275
55,490012794W10,-0.099609,51.380212
56,490014614E10,-0.098438,51.376902
57,490010839C4,-0.098223,51.373427
58,490005574S,-0.099201,51.368209
59,490013269S,-0.098966,51.365894
60,490013100L,-0.09984,51.363517
