,0,1,2
0,490004963CE,-0.149737,51.543115
1,490000091G,-0.144262,51.52384
2,490000191B,-0.146444,51.523344
3,490007807W,-0.149543,51.523364
4,490000011E,-0.15713,51.522883
5,490015040Z,-0.158715,51.521845
6,490015502P,-0.162352,51.521371
7,490015043Z,-0.165814,51.519501
8,490015044Z,-0.169095,51.517125
9,490012797N,-0.172486,51.517402
10,490001221F,-0.17616,51.516981
11,490006321D,-0.17616,51.516981
12,490014406W,-0.181137,51.517681
13,490007252W,-0.184427,51.516868
14,490011366H,-0.187969,51.515862
15,490005089D,-0.19561,51.514712
16,490005085S,-0.197428,51.512833
17,490015039C,-0.196104,51.509128
18,490000167K,-0.193973,51.509093
19,490012055S,-0.194479,51.506125
20,490010536K,-0.191867,51.503674
21,490000110F,-0.192792,51.501055
22,490010984T,-0.196487,51.499807
23,490005528X,-0.199279,51.498771
24,490003106W,-0.203175,51.497526
25,490008652C,-0.210502,51.496156
