,0,1,2
0,490007709H,-0.210502,51.496156
1,490008652A,-0.210502,51.496156
2,490008287E,-0.205199,51.496973
3,490003106E,-0.203175,51.497526
4,490005528Y,-0.199279,51.498771
5,490010984U,-0.196487,51.499807
6,490000110A,-0.192792,51.501055
7,490008288H,-0.191645,51.503095
8,490012055N,-0.194479,51.506125
9,490000167G,-0.196104,51.509128
10,490015039B,-0.197401,51.509488
11,490005085N,-0.197428,51.512833
12,490005089E,-0.19561,51.514712
13,490014402A,-0.195421,51.515833
14,490012948N,-0.196293,51.518571
15,490014404P,-0.199097,51.519118
16,490000259A,-0.201065,51.52111
17,490007861C,-0.200398,51.524497
18,490003444W,-0.202894,51.524805
19,490007666W,-0.206842,51.526331
20,490006832W,-0.211475,51.526915
21,490008711V,-0.214942,51.527489
22,490007860N,-0.216118,51.52837
23,490003583N,-0.216296,51.530468
24,490001161N,-0.219957,51.534554
