,0,1,2
0,490012068S,-0.224236,51.503872
1,490009501Q,-0.224702,51.506343
2,490000269N,-0.224297,51.511959
3,490012238N,-0.225607,51.513101
4,490014869N,-0.226924,51.516295
5,490014869W,-0.228127,51.516862
6,490007707FF,-0.234737,51.51626
7,490014971G,-0.241779,51.515674
8,490000065H,-0.247248,51.516612
9,490014446I,-0.249881,51.513745
10,490011937J,-0.248453,51.5134
11,490015227S,-0.246812,51.511469
12,490012678S,-0.24593,51.509657
13,490013972S,-0.244945,51.506054
14,490013612W,-0.248828,51.506607
15,490004438W,-0.252395,51.506786
16,490018676S,-0.252029,51.502797
17,490003060W,-0.250055,51.496788
18,490000240MM,-0.254555,51.495148
19,490018850W,-0.259313,51.495424
