,0,1,2
0,490008058W,-0.205182,51.560846
1,490005775W,-0.207628,51.560649
2,490005346Z,-0.21123,51.558933
3,490005773D,-0.214298,51.557568
4,490005771E,-0.216025,51.555823
5,490003338S,-0.217679,51.553375
6,490000270A,-0.221537,51.549146
7,490014693D,-0.223783,51.547757
8,490014691W1,-0.228737,51.546834
9,490014088W,-0.232916,51.547311
10,490014687W,-0.237896,51.548312
11,490014687W1,-0.239947,51.548603
12,490003711W,-0.243723,51.549065
13,490014694W,-0.246402,51.54915
14,490008462S,-0.247744,51.548387
15,490011732S,-0.249641,51.547444
16,490005302S,-0.251965,51.545492
17,490005255S,-0.254429,51.542912
18,490007804S,-0.254398,51.541086
19,490012803E,-0.251089,51.539004
20,490009571A,-0.246273,51.537134
21,490014690S,-0.248518,51.535729
22,490006717W,-0.253538,51.53682
23,490000100S,-0.257774,51.536305
24,490014319S,-0.258616,51.534872
25,490003652S,-0.263589,51.532625
26,490004925C,-0.266204,51.530578
27,490003078S,-0.268031,51.528788
28,490010824S,-0.266454,51.525915
29,490007188T,-0.263421,51.51962
30,490010825U,-0.262085,51.522891
31,490000157V,-0.259755,51.523524
32,490014130C,-0.257688,51.523672
33,490007017E,-0.260991,51.517552
34,490004789E,-0.256842,51.515251
35,490014446N,-0.249881,51.513745
36,490011937J,-0.248453,51.5134
37,490015227S,-0.246812,51.511469
38,490012678S,-0.24593,51.509657
39,490013972S,-0.244945,51.506054
40,490003746E,-0.241538,51.506588
41,490003110E,-0.236704,51.506389
42,490004111E2,-0.233672,51.506542
43,490009257E,-0.231101,51.506332
44,490012066B,-0.226462,51.505551
45,490000203B,-0.219213,51.504791
46,490003375AP,-0.223694,51.508567
