,0,1,2
0,490011097N,-0.158948,51.496742
1,490000130K1,-0.160508,51.501669
2,490000130KE,-0.163169,51.501772
3,490011822W,-0.166039,51.5017
4,490011198W,-0.169304,51.501841
5,490006691W,-0.173313,51.501759
6,490011750W,-0.176421,51.501879
7,490010728W,-0.182949,51.501468
8,490011761N,-0.18776,51.502244
9,490008288H,-0.191645,51.503095
10,490012055N,-0.194479,51.506125
11,490000167G,-0.196104,51.509128
12,490000167A,-0.198415,51.510106
13,490012550N,-0.202213,51.512079
14,490006476N,-0.20519,51.514454
15,490004099N,-0.208234,51.514752
16,490000131A,-0.210391,51.517449
17,490005139D,-0.211296,51.519718
18,490008898F,-0.212283,51.521388
19,490003619M,-0.213644,51.523432
20,490004737R,-0.214616,51.525488
21,490008897T,-0.215968,51.52558
