,0,1,2
0,490000240JJ,-0.254555,51.495148
1,490003797N,-0.25588,51.49665
2,490009673N,-0.256415,51.498861
3,490011777N,-0.257543,51.501773
4,490012889W,-0.260781,51.502648
5,490001254A,-0.2643,51.502548
6,490010968W,-0.267057,51.504315
7,490003083G,-0.267253,51.506746
