,0,1,2
0,490007492E,-0.147792,51.503994
1,490009277Y,-0.151103,51.505134
2,490006111N2,-0.154793,51.508304
3,490000144W,-0.158953,51.513424
4,490000144E,-0.161299,51.513873
5,490007167N3,-0.164645,51.516309
6,490013046T,-0.169095,51.517125
7,490006428B,-0.17015,51.520299
8,490015285N,-0.173381,51.522398
9,490010621N,-0.174926,51.52342
10,490012747F,-0.177484,51.525061
11,490005427W2,-0.179471,51.525469
12,490000253H,-0.183783,51.523263
13,490004990W,-0.188905,51.52423
14,490006471W,-0.199177,51.524757
15,490005188W,-0.19653,51.527549
16,490005186N2,-0.196046,51.528486
17,490004444N,-0.194154,51.530759
18,490014490N,-0.197034,51.532296
19,490006806H,-0.201897,51.53255
20,490013353E,-0.204882,51.534443
21,490003125W,-0.211338,51.531885
22,490003577W,-0.216127,51.531104
23,490001161N,-0.219957,51.534554
24,490001161N1,-0.220115,51.535319
25,490010521N,-0.222062,51.537516
26,490003256N,-0.225877,51.541009
27,490006108W,-0.230093,51.541261
28,490014689E,-0.234228,51.542465
29,490010834N,-0.237868,51.546036
30,490003935N,-0.238758,51.546517
31,490014687N,-0.240198,51.547699
