,0,1,2
0,490014687N,-0.240198,51.547699
1,490014687E,-0.237896,51.548312
2,490014088N,-0.232916,51.547311
3,490014691K,-0.228737,51.546834
4,490012147W,-0.225519,51.542793
5,490003256S,-0.225877,51.541009
6,490010521S,-0.222062,51.537516
7,490014619S,-0.220991,51.536501
8,490001161S1,-0.219957,51.534554
9,490012622S,-0.218337,51.533215
10,490003583S,-0.216296,51.530468
11,490007860S,-0.21597,51.528485
12,490008897U,-0.215968,51.52558
13,490004737S,-0.214616,51.525488
14,490003619N,-0.213644,51.523432
15,490008898E,-0.212283,51.521388
16,490005139C,-0.211296,51.519718
17,490000131B,-0.210391,51.517449
18,490003399S,-0.20519,51.514454
19,490012550S,-0.201275,51.511759
20,490015039C,-0.196104,51.509128
21,490000167K,-0.193973,51.509093
22,490012055S,-0.194479,51.506125
23,490010536K,-0.191867,51.503674
24,490011761M,-0.18776,51.502244
25,490010728E,-0.182949,51.501468
26,490011334E1,-0.181305,51.501506
27,490011750E,-0.176421,51.501879
28,490011198E,-0.169304,51.501841
29,490011822E,-0.167127,51.50187
30,490008875KH,-0.163169,51.501772
31,490000119S,-0.152441,51.503035
32,490000119F,-0.152441,51.503035
33,490014728S,-0.148281,51.499379
34,490004555P,-0.144388,51.49733
35,490014050A,-0.143826,51.495812
