,0,1,2
0,490001165W,-0.146655,51.546548
1,490007824W,-0.14867,51.54594
2,490012765N,-0.151819,51.545836
3,490011330N,-0.152635,51.548826
4,490012651N,-0.156278,51.550753
5,490009616N,-0.157743,51.552341
6,490009017N,-0.160908,51.553272
7,490011760D,-0.165511,51.553947
8,490011714E,-0.168286,51.553441
9,490011000N,-0.172565,51.554668
10,490000098B,-0.177464,51.556239
11,490006484S,-0.177936,51.554905
12,490012408S,-0.176038,51.552573
13,490009471S,-0.175791,51.551193
14,490010466S,-0.175743,51.548414
15,490009643S,-0.175755,51.54667
16,490005486S,-0.176448,51.544855
17,490000230D,-0.174894,51.543681
18,490004185S,-0.175688,51.539331
19,490011336S,-0.176136,51.536784
20,490005318C,-0.173948,51.534521
21,490004883E,-0.174221,51.532393
22,490007557W,-0.175567,51.531173
23,490015574D,-0.180421,51.528757
24,490007679R,-0.180756,51.527971
25,490005427W2,-0.179471,51.525469
26,490000253H,-0.183783,51.523263
27,490014250E,-0.179284,51.520421
28,49004039W1,-0.179273,51.518515
