,0,1,2
0,490000248ZZ,-0.143826,51.495812
1,490007544Q,-0.145557,51.496917
2,490005138N,-0.148281,51.499379
3,490000119K,-0.152441,51.503035
4,490009277Y,-0.151103,51.505134
5,490006111N2,-0.154793,51.508304
6,490000144W,-0.158953,51.513424
7,490000144E,-0.161299,51.513873
8,490007167N1,-0.166255,51.517152
9,490015044Z,-0.169095,51.517125
10,490012797N,-0.172486,51.517402
11,490001221F,-0.17616,51.516981
12,490006321D,-0.17616,51.516981
13,490014406W,-0.181137,51.517681
14,490007252W,-0.184427,51.516868
15,490011119J,-0.188018,51.516798
16,490000196W,-0.188748,51.519113
17,490005320W,-0.19182,51.520876
18,490013054W,-0.194124,51.522764
19,490007865H,-0.198616,51.523643
20,490007861E,-0.200642,51.524537
21,490006473N,-0.198055,51.525055
22,490013297N1,-0.197031,51.527269
23,490006901N,-0.20162,51.528967
24,490004806N,-0.202982,51.532477
25,490013353E,-0.204882,51.534443
