,0,1,2
0,490009953W,-0.268071,51.548239
1,490009152N,-0.265495,51.549236
2,490010676N2,-0.265009,51.551018
3,490006205E,-0.263002,51.552598
4,490008456N,-0.261778,51.553281
5,490014032N,-0.261752,51.553982
6,490004297W,-0.257604,51.553435
7,490014997N,-0.253501,51.552088
8,490014856G,-0.257402,51.552668
9,490008746S,-0.260974,51.550544
10,490013098S,-0.259958,51.547301
11,490012018S,-0.259741,51.54505
12,490006769S,-0.259515,51.543032
13,490008865S,-0.25776,51.541414
14,490014798S,-0.257278,51.537792
15,490000100S,-0.257774,51.536305
16,490014319S,-0.258616,51.534872
17,490003652S,-0.263589,51.532625
18,490004925B1,-0.266204,51.530578
19,490003028E,-0.269899,51.529347
20,490015414F1,-0.269523,51.528235
21,490015414G,-0.268507,51.529542
22,490005896N,-0.271621,51.531449
