,0,1,2
0,490005896S,-0.271621,51.531449
1,490004925C,-0.266204,51.530578
2,490003078S,-0.268031,51.528788
3,490009938E,-0.263817,51.529275
4,490005905S,-0.259426,51.52912
5,490013003S,-0.259912,51.526204
6,490000157V,-0.259755,51.523524
7,490014130C,-0.257688,51.523672
8,490015319D,-0.263421,51.51962
9,490010291L,-0.264835,51.519569
10,490001003H,-0.266756,51.51718
11,490015046S,-0.268692,51.515175
12,490003063S,-0.270026,51.513054
13,490005761S,-0.270657,51.511616
14,490003083F,-0.267253,51.506746
15,490010968V,-0.266738,51.503986
16,490003267W,-0.269161,51.502035
