,0,1,2
0,490008287E,-0.205199,51.496973
1,490003106E,-0.203175,51.497526
2,490005528Y,-0.199279,51.498771
3,490010984U,-0.196487,51.499807
4,490000110B,-0.192792,51.501055
5,490011761M,-0.18776,51.502244
6,490010728E,-0.182949,51.501468
7,490011334E1,-0.181305,51.501506
8,490011750E,-0.176421,51.501879
9,490011198E,-0.169304,51.501841
10,490011822E,-0.167127,51.50187
11,490008875KH,-0.163169,51.501772
12,490000119W,-0.152441,51.503035
13,490009277Y,-0.151103,51.505134
14,490006111N2,-0.154793,51.508304
15,490000144W,-0.158953,51.513424
16,490000144E,-0.161299,51.513873
17,490007167N1,-0.166255,51.517152
18,490015044Z,-0.169095,51.517125
19,490012797N,-0.172486,51.517402
20,490001221F,-0.17616,51.516981
21,490006321D,-0.17616,51.516981
22,490014406W,-0.181137,51.517681
23,490007252W,-0.184427,51.516868
24,490011365G,-0.189159,51.515664
25,490014402B,-0.195819,51.514895
26,490005513W,-0.201082,51.514094
27,490006476N,-0.20519,51.514454
28,490004099N,-0.208234,51.514752
29,490000131A,-0.210391,51.517449
30,490005139D,-0.211296,51.519718
31,490008898F,-0.212283,51.521388
32,490003619M,-0.213644,51.523432
33,490004737R,-0.214616,51.525488
34,490008897T,-0.215968,51.52558
35,490003183E,-0.211097,51.526261
36,490004171E,-0.208171,51.525902
37,490013505S,-0.206693,51.523514
38,490006407E,-0.205172,51.52261
39,490014403AP,-0.201972,51.522246
