,0,1,2
0,490003375WK,-0.223694,51.508567
1,490000203D,-0.219213,51.504791
2,490008651E,-0.214982,51.505081
3,490010305E,-0.20997,51.50611
4,490000113T,-0.205679,51.507143
5,490015465D,-0.198357,51.508648
6,490015039B,-0.197401,51.509488
7,490005085N,-0.197428,51.512833
8,490005089E,-0.19561,51.514712
9,490014402A,-0.195421,51.515833
10,490012948N,-0.196293,51.518571
11,490014404P,-0.199097,51.519118
12,490000259A,-0.201065,51.52111
13,490007861C,-0.200398,51.524497
14,490007861E,-0.200642,51.524537
15,490006473N,-0.198055,51.525055
16,490013297N1,-0.197031,51.527269
17,490005186N2,-0.196046,51.528486
18,490004444N,-0.194154,51.530759
19,490012626N,-0.192584,51.533271
20,490000127KA,-0.194232,51.534979
21,490015243Z,-0.192237,51.537277
22,490001170T,-0.192237,51.537277
23,490003027E,-0.18668,51.539969
24,490009371Y,-0.180736,51.541477
25,490006837K,-0.175737,51.541723
26,490000230E,-0.174894,51.543681
27,490014749E,-0.169929,51.542712
28,490013582E,-0.165308,51.543206
29,490011186E,-0.161449,51.543775
30,490006655CG,-0.158243,51.543887
31,490000043CA,-0.153388,51.544118
32,490004963CE,-0.149737,51.543115
