,0,1,2
0,490004456N,-0.22301,51.496866
1,490004121N,-0.221866,51.499259
2,490012127P,-0.222754,51.502717
3,490015059H,-0.219213,51.504791
4,490011331N,-0.214937,51.506959
5,490014722N,-0.215874,51.50879
6,490012857N,-0.216819,51.511178
7,490000134B,-0.217799,51.513389
8,490005848N,-0.217434,51.51608
9,490004699E,-0.21587,51.517018
10,490004702K,-0.212003,51.517867
11,490005139D,-0.211296,51.519718
12,490008898F,-0.212283,51.521388
13,490003619M,-0.213644,51.523432
14,490004737R,-0.214616,51.525488
