,0,1,2
0,490003375WH,-0.223694,51.508567
1,490000203C,-0.219213,51.504791
2,490012068T,-0.224236,51.503872
3,490012066A,-0.226462,51.505551
4,490006065W,-0.231101,51.506332
5,490004111W,-0.233672,51.506542
6,490003110W,-0.236704,51.506389
7,490008607W,-0.239254,51.50641
8,490003746W,-0.241538,51.506588
9,490003456W,-0.244127,51.506707
10,490013612W,-0.248828,51.506607
11,490004438W,-0.252395,51.506786
12,490008976W,-0.254416,51.50669
13,490006312W,-0.256079,51.506535
14,490003084W,-0.260999,51.506365
15,490001002J,-0.262971,51.508716
16,490003083G,-0.267253,51.506746
