,0,1,2
0,490000248ZZ,-0.143826,51.495812
1,490007544Q,-0.145557,51.496917
2,490005138N,-0.148281,51.499379
3,490000119K,-0.152441,51.503035
4,490009277Y,-0.151103,51.505134
5,490006111N2,-0.154793,51.508304
6,490000144W,-0.158953,51.513424
7,490000144L,-0.158953,51.513424
8,490010622BA,-0.154222,51.514607
9,490002121Z,-0.157283,51.516247
10,490011124F,-0.156932,51.520657
11,490000011ZZ,-0.15713,51.522883
12,490002122Z,-0.160328,51.52509
13,490003269N,-0.164669,51.527559
14,490010816N,-0.167008,51.52925
15,490009359J,-0.170623,51.531159
16,490000222B,-0.173948,51.534521
17,490003351Q,-0.176136,51.536784
18,490004185N,-0.175688,51.539331
19,490015162L,-0.174894,51.543681
20,490005487A,-0.176448,51.544855
21,490000082FK,-0.179845,51.546825
22,490007045FL,-0.180667,51.547906
23,490001109FD,-0.183141,51.550266
24,490008947N,-0.185157,51.551779
25,490014433N,-0.187207,51.552467
26,490012961N,-0.19185,51.554679
27,490006952N,-0.196165,51.558657
28,490015362N,-0.197156,51.5595
