,0,1,2
0,490013297S2,-0.197031,51.527269
1,490007865H,-0.198616,51.523643
2,490003444W,-0.202894,51.524805
3,490007666W,-0.206842,51.526331
4,490006832W,-0.211475,51.526915
5,490008711V,-0.214942,51.527489
6,490008897U,-0.215968,51.52558
7,490004737S,-0.214616,51.525488
8,490003619N,-0.213644,51.523432
9,490008898E,-0.212283,51.521388
10,490005139C,-0.211296,51.519718
11,490000131B,-0.210391,51.517449
12,490006476S,-0.207414,51.513958
13,490018844S,-0.204529,51.509993
14,490000113A,-0.205679,51.507143
15,490000113G,-0.205679,51.507143
16,490010305W,-0.20997,51.50611
17,490008651W,-0.214982,51.505081
18,490000203A,-0.219213,51.504791
19,490003375AP,-0.223694,51.508567
20,490000269N,-0.224297,51.511959
21,490011342SW,-0.232964,51.509939
22,490006487LS,-0.234439,51.508307
23,490003110W,-0.236704,51.506389
24,490008607W,-0.239254,51.50641
25,490003746W,-0.241538,51.506588
26,490003456N,-0.244945,51.506054
27,490012942N,-0.245973,51.509298
28,490011937N,-0.247286,51.51188
29,490014446K,-0.249881,51.513745
30,490013349M,-0.250147,51.516959
31,490009299N,-0.250762,51.518964
32,490018680N,-0.252276,51.523447
33,490018679N,-0.251703,51.525983
34,490010569N,-0.250376,51.528643
35,490014331N,-0.248582,51.530325
36,490000271L,-0.243006,51.532556
37,490003079R,-0.248079,51.534409
38,490014690S,-0.248518,51.535729
39,490006717W,-0.253538,51.53682
40,490000100S,-0.257774,51.536305
41,490014319S,-0.258616,51.534872
42,490003652S,-0.263589,51.532625
43,490004925B1,-0.266204,51.530578
