,0,1,2
0,490004456N,-0.22301,51.496866
1,490004121N,-0.221866,51.499259
2,490012127P,-0.222754,51.502717
3,490012068S,-0.224236,51.503872
4,490009501Q,-0.224702,51.506343
5,490000269N,-0.224297,51.511959
6,490012238N,-0.225607,51.513101
7,490014869N,-0.226924,51.516295
8,490010398N,-0.225762,51.519875
9,490009957N,-0.229806,51.521528
10,490009955N,-0.233887,51.524835
11,490008451N,-0.235335,51.528013
12,490014505N,-0.236485,51.528849
13,490007859N,-0.23739,51.531542
14,490015057H,-0.243006,51.532556
15,490008187F,-0.244452,51.53574
16,490007803W,-0.248165,51.534806
17,490014692E,-0.243006,51.532556
