,0,1,2
0,490000133A,-0.175494,51.511723
1,490014055E,-0.170652,51.512086
2,490008446E,-0.166918,51.512468
3,490000144C,-0.163315,51.512835
4,490000144L,-0.158953,51.513424
5,490010622BA,-0.154222,51.514607
6,490002121Z,-0.157283,51.516247
7,490011124F,-0.156932,51.520657
8,490000011ZZ,-0.15713,51.522883
9,490002122Z,-0.160328,51.52509
10,490003269N,-0.164669,51.527559
11,490010816N,-0.167008,51.52925
12,490011190M,-0.166959,51.531209
13,490006302N,-0.165878,51.533333
14,490003497E,-0.164354,51.534667
15,490015357E,-0.15861,51.536582
16,490009291B,-0.153964,51.537363
17,490011514E,-0.152258,51.538191
18,490007244S,-0.147359,51.537403
19,490010847N,-0.144605,51.536334
20,490015041Q,-0.143454,51.538744
