,0,1,2
0,490011126K,-0.145361,51.520573
1,490000091F,-0.144262,51.52384
2,490013600C,-0.144457,51.524363
3,490005131N,-0.144201,51.528172
4,490005126N,-0.144329,51.529631
5,490005903N,-0.145142,51.531622
6,490011513N,-0.146056,51.533273
7,490010846N,-0.146705,51.534677
8,490010847N,-0.144605,51.536334
9,490015041Q,-0.143454,51.538744
10,490008660N,-0.143951,51.553814
11,490007308N,-0.1471,51.557263
12,490005974N,-0.147437,51.557475
13,490014902N,-0.148885,51.558775
14,490010852N,-0.150179,51.560657
