,0,1,2
0,490004456N,-0.22301,51.496866
1,490004121N,-0.221866,51.499259
2,490012127P,-0.222754,51.502717
3,490012068S,-0.224236,51.503872
4,490009501Q,-0.224702,51.506343
5,490003375WD,-0.224721,51.508448
6,490000269N,-0.224297,51.511959
7,490012238N,-0.225607,51.513101
8,490014869N,-0.226924,51.516295
9,490014869W,-0.228127,51.516862
10,490007707F,-0.234737,51.51626
11,490014971G,-0.241779,51.515674
12,490000065H,-0.247248,51.516612
13,490013349M,-0.250147,51.516959
14,490009299N,-0.250762,51.518964
15,490004524W,-0.253818,51.519702
