,0,1,2
0,490000157ZZ,-0.259755,51.523524
1,490014130C,-0.257688,51.523672
2,490015319D,-0.263421,51.51962
3,490012688M,-0.2671,51.519513
4,490005443N,-0.268889,51.52024
5,490005676N,-0.269291,51.521784
6,490010368S,-0.271605,51.522367
7,490003083F,-0.267253,51.506746
8,490001002H,-0.262971,51.508716
9,490003084E,-0.260999,51.506365
10,490006312E,-0.256079,51.506535
11,490008976E,-0.254416,51.50669
12,490004438E,-0.252395,51.506786
13,490011970E,-0.24856,51.506855
14,490003456E,-0.246341,51.50684
15,490003456S,-0.244945,51.506054
16,490007145S,-0.243381,51.503243
17,490003424S,-0.241834,51.50188
18,490012595S,-0.239819,51.500339
19,490012004S,-0.237614,51.499236
20,490008559S,-0.235383,51.496945
