,0,1,2
0,490000144L,-0.158953,51.513424
1,490010622BA,-0.154222,51.514607
2,490002121Z,-0.157283,51.516247
3,490011124F,-0.156932,51.520657
4,490000011ZZ,-0.15713,51.522883
5,490002122Z,-0.160328,51.52509
6,490003269N,-0.164669,51.527559
7,490010816N,-0.167008,51.52925
8,490009359J,-0.170623,51.531159
9,490000222B,-0.173948,51.534521
10,490003351Q,-0.176136,51.536784
11,490004185N,-0.175688,51.539331
12,490015162L,-0.174894,51.543681
13,490005487A,-0.176448,51.544855
14,490000082FK,-0.179845,51.546825
15,490007045FL,-0.180667,51.547906
16,490001109FD,-0.183141,51.550266
17,490008947N,-0.185157,51.551779
18,490014433N,-0.187207,51.552467
19,490012961N,-0.19185,51.554679
20,490006952N,-0.196165,51.558657
21,490009462W2,-0.198081,51.55946
22,490005774N,-0.2031,51.560958
