,0,1,2
0,490010015S2,-0.219035,51.560014
1,490005776B,-0.215867,51.557295
2,490005771E,-0.216025,51.555823
3,490003338S,-0.217679,51.553375
4,490000270A,-0.221537,51.549146
5,490014693D,-0.223783,51.547757
6,490014691W1,-0.228737,51.546834
7,490014088W,-0.232916,51.547311
8,490014687W,-0.237896,51.548312
9,490014687W1,-0.239947,51.548603
10,490003711W,-0.243723,51.549065
11,490014694W,-0.246402,51.54915
12,490008462S,-0.247744,51.548387
13,490011732S,-0.249641,51.547444
14,490005302S,-0.251965,51.545492
15,490005255S,-0.254429,51.542912
16,490007804S,-0.254398,51.541086
17,490012803E,-0.251089,51.539004
18,490009571A,-0.246273,51.537134
19,490007803W,-0.248165,51.534806
20,490000271M,-0.243006,51.532556
21,490014331S,-0.248582,51.530325
22,490010569S,-0.251806,51.527828
23,490012028S,-0.252536,51.527587
24,490004981S,-0.25526,51.525722
25,490000157B,-0.259755,51.523524
26,490014130C,-0.257688,51.523672
27,490015319D,-0.263421,51.51962
28,490010291L,-0.264835,51.519569
29,490001003H,-0.266756,51.51718
30,490015046S,-0.268692,51.515175
31,490003063S,-0.270026,51.513054
32,490005761S,-0.270657,51.511616
33,490003083F,-0.267253,51.506746
34,490003088K,-0.267401,51.505876
