,0,1,2
0,490004456N,-0.22301,51.496866
1,490004121N,-0.221866,51.499259
2,490012127P,-0.222754,51.502717
3,490012068T,-0.224236,51.503872
4,490012066A,-0.226462,51.505551
5,490006065W,-0.231101,51.506332
6,490004111W,-0.233672,51.506542
7,490003110W,-0.236704,51.506389
8,490008607W,-0.239254,51.50641
9,490014946N,-0.241024,51.509089
10,490004541E,-0.240029,51.511331
11,490008539S,-0.234841,51.511334
12,490011342LP,-0.232964,51.509939
13,490009537E,-0.229966,51.511072
14,490012238N,-0.225607,51.513101
15,490014869N,-0.226924,51.516295
16,490014869W,-0.228127,51.516862
17,490007707F,-0.234737,51.51626
18,490014971G,-0.241779,51.515674
19,490000065H,-0.247248,51.516612
20,490013349M,-0.250147,51.516959
21,490009299N,-0.250762,51.518964
22,490004524W,-0.253818,51.519702
