,0,1,2
0,49004039W2,-0.178332,51.519337
1,490005166Z,-0.17616,51.516981
2,490001221H,-0.17616,51.516981
3,490012797P,-0.172486,51.517402
4,490006428B,-0.17015,51.520299
5,490015285N,-0.173381,51.522398
6,490010621N,-0.174926,51.52342
7,490012747F,-0.177484,51.525061
8,490007679N,-0.180421,51.528757
9,490006475A,-0.18406,51.530441
10,490004805N,-0.186906,51.532814
11,490008712N,-0.188361,51.534302
12,490015243X,-0.192237,51.537277
13,490001170S,-0.193565,51.53798
14,490008710P,-0.194904,51.539124
15,490011235J,-0.196213,51.540313
16,490004565N,-0.199532,51.54281
17,490001038N,-0.202309,51.545166
18,490000126A,-0.204248,51.547183
19,490008768N,-0.205882,51.548906
20,490009909N,-0.207999,51.550844
21,490014140N,-0.212132,51.553956
22,490005770K,-0.214373,51.556022
23,490005776A,-0.215867,51.557295
24,490010015N,-0.219035,51.560014
25,490005412HH,-0.248388,51.559035
26,490010163N,-0.250613,51.558555
27,490014082LL,-0.253048,51.556757
28,490010334W,-0.253501,51.552088
29,490004297W,-0.257604,51.553435
