,0,1,2
0,490008652A,-0.210502,51.496156
1,490008287E,-0.205199,51.496973
2,490003106E,-0.203175,51.497526
3,490005528Y,-0.199279,51.498771
4,490010984U,-0.196487,51.499807
5,490000110B,-0.192792,51.501055
6,490011761M,-0.18776,51.502244
7,490010728E,-0.182949,51.501468
8,490011334E1,-0.181305,51.501506
9,490011750E,-0.176421,51.501879
10,490011198E,-0.169304,51.501841
11,490011822E,-0.167127,51.50187
12,490008875KH,-0.163169,51.501772
13,490000119T,-0.152441,51.503035
14,490010574C,-0.148408,51.504084
