,0,1,2
0,490012230S,-0.213439,51.56108
1,490001075Q,-0.212677,51.558453
2,490005773D,-0.214298,51.557568
3,490005771E,-0.216025,51.555823
4,490003337W,-0.218324,51.553852
5,490005993W,-0.222376,51.554246
6,490008077W,-0.225203,51.554622
7,490013372W,-0.229042,51.554941
8,490008620W,-0.234455,51.555238
9,490007150S,-0.237408,51.554581
10,490000061A,-0.239068,51.551955
11,490003054W,-0.242501,51.553057
12,490004989C,-0.240943,51.550444
13,490014687W1,-0.239947,51.548603
14,490003935Z,-0.238758,51.546517
15,490010834S,-0.237868,51.546036
16,490015552S1,-0.23584,51.54329
17,490019235H,-0.236492,51.542086
18,490011731S,-0.237748,51.540558
19,490014963J,-0.23979,51.537729
20,490010792D,-0.244452,51.53574
21,490014690S,-0.248518,51.535729
22,490006717W,-0.253538,51.53682
23,490000100S,-0.257774,51.536305
24,490014319S,-0.258616,51.534872
25,490003652S,-0.263589,51.532625
26,490004925B1,-0.266204,51.530578
27,490003028E,-0.269899,51.529347
28,490014449N,-0.271438,51.529046
