,0,1,2
0,490000127KA,-0.194232,51.534979
1,490015243Z,-0.192237,51.537277
2,490001170R,-0.193565,51.53798
3,490004441W,-0.199804,51.536286
4,490004442N,-0.204882,51.534443
5,490008503N,-0.207726,51.538682
6,490013248N,-0.211083,51.541719
7,490003133W,-0.214983,51.544117
8,490009935W,-0.219533,51.545427
9,490015532S,-0.221781,51.545461
10,490012147W,-0.225519,51.542793
11,490004970W,-0.228586,51.545528
12,490010957S,-0.231963,51.542126
13,490014689E,-0.234228,51.542465
14,490015552S1,-0.23584,51.54329
15,490019235H,-0.236492,51.542086
16,490011731S,-0.237748,51.540558
17,490014963J,-0.23979,51.537729
18,490010792D,-0.244452,51.53574
19,490014690S,-0.248518,51.535729
20,490006717W,-0.253538,51.53682
21,490014798N,-0.257278,51.537792
22,490008865N,-0.25776,51.541414
23,490006769N,-0.259515,51.543032
24,490012018N,-0.259741,51.54505
25,490013098N,-0.259958,51.547301
26,490008746N,-0.260974,51.550544
27,490008456N,-0.261778,51.553281
28,490014032N,-0.261752,51.553982
29,490004297W,-0.257604,51.553435
30,490007753W,-0.264195,51.555727
31,490013614W,-0.270844,51.555753
