,0,1,2
0,490003375WK,-0.223694,51.508567
1,490003375WB,-0.224721,51.508448
2,490009501C,-0.224702,51.506343
3,490015059G,-0.219213,51.504791
4,490008651E,-0.214982,51.505081
5,490010305E,-0.20997,51.50611
6,490000113T,-0.205679,51.507143
7,490015465D,-0.198357,51.508648
8,490015463M,-0.19343,51.509714
9,490000187C,-0.187152,51.510312
10,49009081LF,-0.180748,51.510795
11,49003121LE,-0.179336,51.511142
12,490000133Z,-0.175494,51.511723
13,490014055E,-0.170652,51.512086
14,490008446E,-0.166918,51.512468
15,490000144C,-0.163315,51.512835
16,490000144R,-0.157745,51.512307
17,490006111S1,-0.154793,51.508304
18,490009277B,-0.151103,51.505134
19,490000119F,-0.152441,51.503035
20,490014728S,-0.148281,51.499379
