,0,1,2
0,490000248ZZ,-0.143826,51.495812
1,490007544Q,-0.145557,51.496917
2,490005138N,-0.148281,51.499379
3,490000119K,-0.152441,51.503035
4,490009277Y,-0.151103,51.505134
5,490006111N2,-0.154793,51.508304
6,490000144W,-0.158953,51.513424
7,490000144E,-0.161299,51.513873
8,490007167N3,-0.164645,51.516309
9,490013046T,-0.169095,51.517125
10,490006428B,-0.17015,51.520299
11,490015285N,-0.173381,51.522398
12,490010621N,-0.174926,51.52342
13,490012747F,-0.177484,51.525061
14,490007679N,-0.180421,51.528757
15,490006475A,-0.18406,51.530441
16,490004805N,-0.186906,51.532814
17,490008712N,-0.188361,51.534302
18,490015243X,-0.192237,51.537277
19,490001170S,-0.193565,51.53798
20,490008710P,-0.194904,51.539124
21,490011235J,-0.196213,51.540313
22,490004565N,-0.199532,51.54281
23,490001038N,-0.202309,51.545166
24,490000126A,-0.204248,51.547183
25,490008768N,-0.205882,51.548906
26,490009909N,-0.207999,51.550844
27,490014140N,-0.212132,51.553956
28,490005770K,-0.214373,51.556022
29,490005776A,-0.215867,51.557295
30,490010015N,-0.219035,51.560014
