,0,1,2
0,490000091G,-0.144262,51.52384
1,490000191B,-0.146444,51.523344
2,490007807W,-0.149543,51.523364
3,490000011E,-0.15713,51.522883
4,490015040Z,-0.158715,51.521845
5,490015502P,-0.162352,51.521371
6,490010567H,-0.166509,51.520501
7,490000072W,-0.167832,51.519858
8,490010713F,-0.171728,51.519773
9,490014552W,-0.175531,51.519833
10,490004039S,-0.179284,51.520421
11,490000196W,-0.188748,51.519113
12,490005320W,-0.19182,51.520876
13,490013054W,-0.194124,51.522764
14,490007865H,-0.198616,51.523643
15,490003444W,-0.202894,51.524805
16,490007666W,-0.206842,51.526331
17,490006832W,-0.211475,51.526915
18,490008711V,-0.214942,51.527489
19,490014700W,-0.217259,51.528316
20,490000122W,-0.22505,51.530545
21,490012788W,-0.227267,51.530095
22,490014962W,-0.233173,51.532108
23,490005491W,-0.236348,51.532381
24,490015057H,-0.243006,51.532556
25,490008187F,-0.244452,51.53574
26,490007803X,-0.248165,51.534806
27,490012803Z,-0.251089,51.539004
28,490005720W,-0.255533,51.540824
29,490008865W,-0.25776,51.541414
30,490012848W,-0.260506,51.541248
31,490012847W,-0.267481,51.542521
32,490010332K,-0.27123,51.543673
