,0,1,2
0,490003184L,-0.07546,51.513503
1,490000004Z,-0.072384,51.515037
2,490009276E,-0.065262,51.514738
3,490010255E,-0.062678,51.51484
4,490014308F,-0.057061,51.514405
5,490012782E,-0.052336,51.514012
6,490003353E,-0.047962,51.513489
7,490012669E,-0.044671,51.513282
8,490001180E,-0.039799,51.512469
9,490009403E,-0.034713,51.512594
10,490011873E,-0.032542,51.512467
11,490009158E,-0.027216,51.511659
12,490013965E,-0.02512,51.511461
13,490013936E,-0.021412,51.510904
14,490011114BC,-0.016568,51.510939
15,490015270B,-0.014899,51.511199
16,490003701C,-0.012391,51.51121
17,490007047E,-0.005892,51.511855
18,490004532F,-0.003783,51.512305
19,490003047E,-0.001983,51.513578
