,0,1,2
0,490000254J,-0.113356,51.504269
1,490014270P,-0.115004,51.506259
2,490008932T,-0.118935,51.510522
3,490011938U,-0.120481,51.510771
4,490003112J,-0.123193,51.509673
5,490013766H,-0.126137,51.507819
6,490013767T,-0.129909,51.507532
7,490011515Z,-0.134068,51.508731
8,490011515W,-0.133798,51.51005
9,490005537RA,-0.138798,51.511126
10,490015196R,-0.144945,51.514839
11,490011985BX,-0.152483,51.51413
12,490010622BA,-0.154222,51.514607
13,490002121Z,-0.157283,51.516247
14,490011124F,-0.156932,51.520657
15,490000011ZZ,-0.15713,51.522883
