,0,1,2
0,490000235Z,-0.128466,51.516726
1,490011244J,-0.119161,51.518331
2,490004514E,-0.114731,51.518098
3,490000044E,-0.111583,51.518247
4,490008275D,-0.108749,51.517768
5,490008275K,-0.106379,51.517577
6,490001067Q,-0.10359,51.513936
7,490000225S,-0.09984,51.515717
8,49000225SY,-0.097567,51.514936
9,490007596K,-0.089095,51.513395
10,490000148G,-0.087205,51.511465
11,490000148M,-0.084934,51.512363
12,490004043N2,-0.082295,51.516178
13,490000138F,-0.083162,51.51794
14,490011187N,-0.079049,51.52036
15,490006398J,-0.076543,51.523719
16,490004313SA,-0.070919,51.525146
