,0,1,2
0,490000011D,-0.15713,51.522883
1,490007807E,-0.149543,51.523364
2,490000191A,-0.146444,51.523344
3,490000091E,-0.144262,51.52384
4,490010198W,-0.143861,51.519875
5,490000173RF,-0.14222,51.515938
6,490004810RJ,-0.140174,51.512371
7,490000179F,-0.133798,51.51005
8,490007960P,-0.132098,51.508978
9,490013767A,-0.129909,51.507532
10,490019475P,-0.126456,51.505291
11,490008376S,-0.126092,51.504323
12,490000266G,-0.125984,51.501603
13,490005646E,-0.119368,51.500718
14,490009420E,-0.113774,51.499396
15,490000132C,-0.112315,51.498808
16,490012693D,-0.108173,51.498613
17,490009281E,-0.102003,51.496634
