,0,1,2
0,490002121ZT,-0.136083,51.522567
1,490005084Z,-0.134361,51.520599
2,490002124ZZ,-0.131582,51.518071
3,490004695D,-0.129207,51.513411
4,490000135B,-0.128426,51.511386
5,490016161S,-0.127869,51.509846
6,490013767D,-0.129909,51.507532
7,490014585N,-0.126992,51.506271
8,490008376S,-0.126092,51.504323
9,490015048T,-0.125984,51.501603
10,490014495V,-0.131453,51.49869
11,490010260SD,-0.133608,51.499544
12,490003384SB,-0.137451,51.497149
13,490014496M,-0.141276,51.496625
14,490000248S,-0.143826,51.495812
