,0,1,2
0,490013562N,-0.059611,51.495095
1,490008847N,-0.060439,51.497977
2,490012349F,-0.057264,51.498797
3,490010176S,-0.054049,51.497476
4,490013041T,-0.053216,51.497084
5,490004733D,-0.049667,51.498053
6,490011723E,-0.05159,51.495358
