,0,1,2
0,490012113N,-0.075246,51.523375
1,490005524D,-0.078147,51.521928
2,490011187S,-0.079049,51.52036
3,490000138K,-0.083162,51.51794
4,490004043S,-0.082295,51.516178
5,490000148U,-0.084934,51.512363
6,490009267E,-0.085969,51.5107
7,490000139Y,-0.086807,51.505881
8,490000139R,-0.086807,51.505881
9,490007964H,-0.084098,51.505147
10,4900R0049J,-0.081876,51.504184
11,490016580H,-0.080318,51.503547
12,490013746K,-0.079323,51.50184
13,490013745S,-0.076376,51.501702
14,490006091E,-0.072802,51.500007
15,490003034E,-0.069318,51.498574
16,490012729D,-0.063993,51.49775
17,490006202E,-0.062548,51.498525
18,490012349F,-0.057264,51.498797
19,490010176S,-0.054049,51.497476
20,490013041T,-0.053216,51.497084
21,490000037S,-0.049667,51.498053
22,490015602S,-0.045905,51.497574
23,490013040G,-0.045545,51.495212
