,0,1,2
0,490013509S,-0.048841,51.524637
1,490000220S,-0.046596,51.521858
2,490009874S,-0.04548,51.521308
3,490012667S,-0.042885,51.51863
4,490003897B,-0.039539,51.51834
5,490011545E,-0.033961,51.518004
6,490004588E,-0.028343,51.517604
7,490006071E,-0.023981,51.518465
8,490004211S,-0.022578,51.517588
9,490004491S,-0.020414,51.515636
10,490005607S,-0.019817,51.513773
11,490005220S,-0.014899,51.511199
12,490004581E,-0.013082,51.513884
13,490008575N,-0.010963,51.514558
14,490012814N,-0.012276,51.516172
15,490013202N,-0.013043,51.517435
16,490013203E,-0.010784,51.517658
17,490009098W,-0.005696,51.515018
18,490003056S,-0.005939,51.514077
19,490007296S,-0.003752,51.513339
