,0,1,2
0,490003699N,-0.11064,51.501324
1,490000254F,-0.113356,51.504269
2,490014270P,-0.115004,51.506259
3,490008932T,-0.118935,51.510522
4,490003191D,-0.119003,51.512366
5,490011757M,-0.114165,51.513314
6,490006826E,-0.10875,51.514252
7,490012105HA,-0.105912,51.514233
8,490009443G,-0.101888,51.513952
9,490012873A,-0.101056,51.513858
10,490010199D,-0.096576,51.513821
11,490000225U,-0.097567,51.514936
12,49008743N1,-0.098075,51.517613
13,490010130E,-0.095199,51.517441
14,490015208A,-0.089746,51.517577
15,490000149B,-0.088627,51.518338
16,490015209D,-0.085757,51.520569
