,0,1,2
0,490000146C,-0.03364,51.525122
1,490007341W,-0.036687,51.524326
2,490011315W,-0.040846,51.522813
3,490010513W,-0.042269,51.522252
4,490000220W2,-0.046596,51.521858
5,490015508W1,-0.051148,51.520907
6,490004147W,-0.053132,51.520365
7,490012153F,-0.055369,51.519943
8,490013541A,-0.060429,51.518921
9,490010258K,-0.064525,51.518188
10,490006827W,-0.068523,51.516698
11,490000004W,-0.072384,51.515037
12,490006229ZY,-0.078629,51.514571
13,490000138F,-0.083162,51.51794
14,490011187N,-0.079049,51.52036
15,490005524E,-0.075246,51.523375
16,4900020147W,-0.13671,51.52522
17,490000252V,-0.138321,51.524951
18,490000091G,-0.144262,51.52384
19,490000191B,-0.146444,51.523344
20,490007807W,-0.149543,51.523364
21,490000011E,-0.15713,51.522883
