,0,1,2
0,490013766F,-0.126137,51.507819
1,490012247A,-0.121823,51.510397
2,490003191D,-0.119003,51.512366
3,490011757L,-0.114165,51.513314
4,490006826E,-0.10875,51.514252
5,490012105HA,-0.105912,51.514233
6,490009443G,-0.101888,51.513952
7,490012873A,-0.101056,51.513858
8,490000143E,-0.094009,51.512117
9,490000040B,-0.090357,51.511451
10,490000148K,-0.085969,51.5107
11,490007418E,-0.081174,51.509919
12,490013573W,-0.075437,51.509618
13,490009606S,-0.073327,51.51283
14,490000004Z,-0.072384,51.515037
15,490009276E,-0.065262,51.514738
16,490010255E,-0.062678,51.51484
17,490014308F,-0.057061,51.514405
18,490012782E,-0.052336,51.514012
19,490003353E,-0.047962,51.513489
20,490012669E,-0.044671,51.513282
21,490001180E,-0.039799,51.512469
22,490009403E,-0.034713,51.512594
23,490011873E,-0.032542,51.512467
24,490009158E,-0.027216,51.511659
25,490013965E,-0.02512,51.511461
26,490013936E,-0.021412,51.510904
27,490011114BC,-0.016568,51.510939
28,490015270B,-0.014899,51.511199
29,490011107G,-0.01124,51.51084
30,490011111T,-0.010093,51.508725
31,490002018AP,-0.006969,51.507991
