,0,1,2
0,490000144R,-0.157745,51.512307
1,490006111S1,-0.154793,51.508304
2,490009277B,-0.151103,51.505134
3,490000119F,-0.152441,51.503035
4,490014728S,-0.148281,51.499379
5,49000430230B,-0.142225,51.497728
6,490014496N,-0.140259,51.496833
7,490003384SA,-0.137451,51.497149
8,490010260SC,-0.133608,51.499544
9,490014495R,-0.129771,51.498933
10,490014498S,-0.125248,51.501028
11,490005646E,-0.119368,51.500718
12,490009420E,-0.113774,51.499396
13,490000132C,-0.112315,51.498808
14,490012693D,-0.108173,51.498613
15,490009281D,-0.102003,51.496634
