,0,1,2
0,490012181N,-0.025722,51.496535
1,490003602N,-0.025909,51.498876
2,490009545N,-0.02612,51.500669
3,490005323N,-0.025628,51.503044
4,490016668K,-0.019121,51.503734
5,490000038J,-0.019038,51.504488
6,490000038G,-0.019121,51.503734
7,490014483E,-0.025178,51.505455
8,490014457B,-0.026823,51.505411
9,490014459B,-0.026848,51.509161
10,490011878N,-0.026923,51.510107
11,490004584N,-0.027901,51.512138
12,490011031N,-0.028431,51.514898
13,490012881N,-0.029568,51.51659
14,490013846N,-0.030275,51.517915
15,490006614N,-0.03152,51.521461
16,490000146B,-0.03364,51.525122
