,0,1,2
0,490015195M,-0.087421,51.524202
1,490006612E,-0.087158,51.522912
2,490015209K,-0.086171,51.520333
3,490000149Z,-0.088627,51.518338
4,490007417S,-0.089106,51.515984
5,490011218B,-0.089095,51.513395
6,490000148G,-0.087205,51.511465
7,490009267E,-0.085969,51.5107
8,490000139Y,-0.086807,51.505881
9,490013910S,-0.09096,51.504036
10,490013910H,-0.092224,51.502402
11,490000026E,-0.092414,51.500282
12,490013809S,-0.091327,51.499042
13,490004071S,-0.089216,51.497173
14,490003658BE,-0.086544,51.495268
